leisure time/,vrije tijd
 spare time,vrije tijd
free time,vrije tijd
audience,publiek
stage,podium/toneel
to entertain,vermaken
entertainment,vermaak/amusement
(fun) fair,kermis
to request,verzoeken
request,verzoek
to admit,toelaten
admittance,toegang
entrance,ingang
treasure,schat
director,regisseur
celebrity,beroemdheid
celebrated,beroemd
famous,beroemd
cast,rolbezetting
to act,spelen/acteren
award,prijs
to award,toekennen
part,rol
role,rol
play,toneelstuk
row,rij
to perform,opvoeren
performance,voorstelling
rehearsal,repetitie
art,kunst
to exhibit,tentoonstellen
exhibit,tentoongesteld stuk
exhibition,tentoonstelling
admission,toegangsprijs
to vary,verschillen
to acquire,aankopen
acquisition,aankoop/aanwinst
